error:  -16.00
value of H at the initial condition:  -1.3362071584596453
numerical integration starts...
 289837.646 20 -69.0
 290108.251 20 -70.0
 290377.931 20 -74.0
 290648.738 20 -76.0
 290919.253 20 -76.0
 291189.148 20 -77.0
 291460.009 20 -74.0
 291730.377 20 -72.0
 292000.494 20 -70.0
 292271.537 20 -68.0
 292540.529 20 -68.0
 292811.444 20 -71.0
 293082.081 20 -73.0
 293351.692 20 -71.0
 293623.070 20 -67.0
 293893.373 20 -64.0
 294163.686 20 -68.0
 294434.550 20 -68.0
 294704.024 20 -69.0
 294974.836 20 -73.0
 295245.300 20 -71.0
 295514.732 20 -71.0
 295785.742 20 -71.0
 296055.865 20 -68.0
 296326.168 20 -69.0
 296596.790 20 -73.0
 296866.933 20 -74.0
 297137.561 20 -77.0
 297408.286 20 -77.0
 297677.497 20 -80.0
 297948.342 20 -71.0
 298218.778 20 -70.0
 298488.588 20 -71.0
 298759.553 20 -71.0
 299029.694 20 -70.0
 299300.303 20 -72.0
 299571.301 20 -74.0
 299840.582 20 -71.0
 300111.557 20 -77.0
 300382.095 20 -75.0
 300651.521 20 -76.0
 300922.789 20 -74.0
 301192.579 20 -74.0
 301463.189 20 -71.0
 301733.845 20 -71.0
 302003.657 20 -84.0
 302274.522 20 -82.0
 302545.108 20 -80.0
 302814.818 20 -81.0
 303085.834 20 -81.0
 303355.661 20 -80.0
 303625.968 20 -83.0
 303896.867 20 -83.0
 304166.645 20 -86.0
 304437.613 20 -86.0
 304708.364 20 -86.0
 304978.217 20 -87.0
 305248.964 20 -87.0
 305519.243 20 -90.0
 305789.030 20 -89.0
 306059.997 20 -90.0
 306329.410 20 -93.0
 306600.249 20 -92.0
 306870.971 20 -95.0
 307140.732 20 -97.0
 307411.644 20 -93.0
 307681.971 20 -93.0
 307952.363 20 -95.0
 308223.439 20 -94.0
 308492.377 20 -89.0
 308763.243 20 -90.0
 309034.045 20 -93.0
 309303.570 20 -97.0
 309574.750 20 -96.0
 309845.082 20 -97.0
 310115.462 20 -96.0
 310386.148 20 -101.0
 310656.004 20 -104.0
 310926.459 20 -108.0
 311197.171 20 -111.0
 311466.657 20 -113.0
 311737.499 20 -111.0
 312007.872 20 -111.0
 312277.915 20 -115.0
 312548.733 20 -117.0
 312818.784 20 -116.0
 313089.329 20 -117.0
 313360.534 20 -117.0
 313629.667 20 -118.0
 313900.575 20 -121.0
 314171.191 20 -118.0
 314440.581 20 -120.0
 314711.853 20 -119.0
 314981.609 20 -113.0
 315252.276 20 -114.0
 315523.180 20 -112.0
 315792.804 20 -112.0
 316063.557 20 -111.0
 316334.077 20 -110.0
 316603.754 20 -111.0
 316874.728 20 -109.0
 317144.577 20 -107.0
 317414.973 20 -107.0
 317685.800 20 -108.0
 317955.673 20 -110.0
 318226.362 20 -110.0
 318497.301 20 -109.0
 318767.061 20 -111.0
 319037.983 20 -109.0
 319308.270 20 -108.0
 319577.850 20 -109.0
 319849.081 20 -104.0
 320118.523 20 -103.0
 320389.309 20 -101.0
 320660.226 20 -102.0
 320929.957 20 -104.0
 321200.765 20 -102.0
 321471.064 20 -102.0
 321741.148 20 -101.0
 322012.236 20 -104.0
 322281.363 20 -104.0
 322552.072 20 -108.0
 322822.850 20 -106.0
 323092.650 20 -103.0
 323363.557 20 -103.0
 323633.884 20 -98.0
 323904.264 20 -100.0
 324175.276 20 -96.0
 324444.869 20 -99.0
 324715.062 20 -96.0
 324986.012 20 -93.0
 325255.409 20 -92.0
 325526.310 20 -92.0
 325796.923 20 -92.0
 326067.012 20 -93.0
 326337.793 20 -101.0
 326607.868 20 -102.0
 326878.096 20 -101.0
 327149.200 20 -99.0
 327418.383 20 -99.0
 327689.136 20 -95.0
 327959.692 20 -94.0
 328229.507 20 -96.0
 328500.495 20 -95.0
 328770.359 20 -93.0
 329041.067 20 -92.0
 329312.272 20 -93.0
 329581.662 20 -97.0
 329852.408 20 -97.0
 330123.029 20 -94.0
 330392.564 20 -95.0
 330663.828 20 -96.0
 330933.555 20 -93.0
 331204.051 20 -98.0
 331474.865 20 -100.0
 331744.846 20 -102.0
 332015.290 20 -102.0
 332286.089 20 -101.0
 332555.913 20 -100.0
 332826.807 20 -97.0
 333096.814 20 -102.0
 333366.794 20 -102.0
 333637.935 20 -102.0
 333907.588 20 -102.0
 334178.230 20 -101.0
 334449.403 20 -102.0
 334719.176 20 -99.0
 334990.029 20 -98.0
 335260.260 20 -100.0
 335529.867 20 -102.0
 335801.272 20 -102.0
 336070.478 20 -103.0
 336341.250 20 -104.0
 336612.087 20 -103.0
 336882.026 20 -105.0
 337152.877 20 -109.0
 337423.137 20 -107.0
 337693.507 20 -107.0
 337964.645 20 -106.0
 338233.992 20 -108.0
 338504.322 20 -107.0
 338775.296 20 -105.0
 339044.889 20 -108.0
 339315.775 20 -108.0
 339586.371 20 -110.0
 339856.514 20 -109.0
 340127.392 20 -111.0
 340397.439 20 -113.0
 340667.509 20 -113.0
 340938.583 20 -114.0
 341208.014 20 -116.0
 341478.670 20 -119.0
 341749.215 20 -118.0
 342019.082 20 -120.0
 342290.068 20 -120.0
 342559.947 20 -122.0
 342830.429 20 -124.0
 343101.770 20 -127.0
 343371.038 20 -124.0
 343641.863 20 -126.0
 343912.374 20 -130.0
 344181.886 20 -125.0
 344453.152 20 -125.0
 344722.646 20 -123.0
 344993.348 20 -121.0
 345264.348 20 -118.0
 345534.310 20 -116.0
 345804.732 20 -116.0
 346075.272 20 -115.0
 346345.044 20 -111.0
 346615.890 20 -110.0
 346885.843 20 -111.0
 347155.957 20 -117.0
 347426.907 20 -125.0
 347696.797 20 -127.0
 347967.242 20 -126.0
 348238.208 20 -132.0
 348507.940 20 -131.0
 348779.015 20 -129.0
 349049.217 20 -131.0
 349318.653 20 -130.0
 349590.180 20 -130.0
 349859.411 20 -131.0
 350130.125 20 -131.0
 350401.162 20 -130.0
 350671.105 20 -131.0
 350941.908 20 -134.0
 351212.046 20 -134.0
 351482.114 20 -132.0
 351753.154 20 -134.0
 352022.550 20 -135.0
 352292.968 20 -140.0
 352563.805 20 -139.0
 352833.813 20 -140.0
 353104.478 20 -144.0
 353374.789 20 -145.0
 353644.991 20 -145.0
 353916.138 20 -148.0
 354186.145 20 -147.0
 354455.698 20 -149.0
 354726.899 20 -144.0
 354996.268 20 -144.0
 355267.008 20 -146.0
 355537.922 20 -143.0
 355807.794 20 -143.0
 356078.920 20 -144.0
 356349.000 20 -148.0
 356618.995 20 -148.0
 356890.296 20 -146.0
 357159.565 20 -149.0
 357430.217 20 -148.0
 357700.769 20 -149.0
 357970.674 20 -151.0
 358241.656 20 -150.0
 358511.511 20 -146.0
 358781.855 20 -148.0
 359053.065 20 -151.0
 359322.895 20 -149.0
 359593.284 20 -146.0
 359863.892 20 -149.0
 360133.406 20 -151.0
 360404.426 20 -147.0
 360674.619 20 -149.0
 360944.746 20 -148.0
 361215.845 20 -150.0
 361485.968 20 -148.0
 361756.134 20 -147.0
 362027.011 20 -148.0
 362296.581 20 -144.0
 362567.474 20 -148.0
 362837.756 20 -149.0
 363107.500 20 -146.0
 363378.717 20 -146.0
 363648.436 20 -141.0
 363918.829 20 -140.0
 364189.937 20 -139.0
 364459.745 20 -138.0
 364730.752 20 -142.0
 365000.960 20 -142.0
 365270.424 20 -140.0
 365541.860 20 -141.0
 365811.306 20 -143.0
 366081.830 20 -144.0
 366352.851 20 -145.0
 366623.006 20 -150.0
 366893.626 20 -152.0
 367163.846 20 -152.0
 367433.909 20 -155.0
 367705.027 20 -154.0
 367975.052 20 -156.0
 368244.806 20 -156.0
 368515.750 20 -153.0
 368785.550 20 -157.0
 369056.183 20 -158.0
 369326.762 20 -159.0
 369596.624 20 -160.0
 369867.945 20 -163.0
 370138.214 20 -167.0
 370407.773 20 -167.0
 370679.117 20 -167.0
 370948.266 20 -166.0
 371219.101 20 -160.0
 371489.812 20 -165.0
 371759.763 20 -165.0
 372030.793 20 -165.0
 372300.808 20 -163.0
 372570.992 20 -162.0
 372842.092 20 -162.0
 373111.787 20 -165.0
 373382.232 20 -163.0
 373652.611 20 -165.0
 373922.396 20 -167.0
 374193.297 20 -167.0
 374463.298 20 -171.0
 374733.459 20 -171.0
 375004.750 20 -174.0
 375275.083 20 -172.0
 375545.087 20 -169.0
 375815.824 20 -169.0
 376085.094 20 -171.0
 376356.150 20 -170.0
 376626.559 20 -171.0
 376896.120 20 -172.0
 377167.516 20 -172.0
 377437.589 20 -172.0
 377707.753 20 -168.0
 377978.667 20 -172.0
 378248.259 20 -170.0
 378519.253 20 -169.0
 378789.490 20 -168.0
 379059.051 20 -165.0
 379330.319 20 -163.0
 379600.090 20 -163.0
 379870.472 20 -165.0
 380141.436 20 -160.0
 380411.555 20 -156.0
 380682.303 20 -152.0
 380952.747 20 -153.0
 381222.206 20 -154.0
 381493.500 20 -153.0
 381763.598 20 -151.0
 382033.474 20 -150.0
 382304.583 20 -153.0
 382574.699 20 -155.0
 382845.232 20 -154.0
 383115.726 20 -150.0
 383385.608 20 -151.0
 383656.769 20 -148.0
 383926.974 20 -149.0
 384196.343 20 -148.0
 384467.469 20 -147.0
 384737.086 20 -149.0
 385007.761 20 -145.0
 385278.500 20 -140.0
 385548.300 20 -141.0
 385819.618 20 -141.0
 386089.939 20 -144.0
 386359.757 20 -144.0
 386630.852 20 -142.0
 386900.361 20 -139.0
 387170.927 20 -139.0
 387441.540 20 -139.0
 387711.534 20 -140.0
 387982.373 20 -142.0
 388252.616 20 -141.0
 388522.710 20 -143.0
 388793.633 20 -142.0
 389063.847 20 -143.0
 389333.961 20 -143.0
 389604.552 20 -141.0
 389874.173 20 -136.0
 390145.032 20 -134.0
 390415.491 20 -138.0
 390685.156 20 -135.0
 390956.473 20 -138.0
 391226.899 20 -142.0
 391497.010 20 -142.0
 391767.946 20 -143.0
 392037.261 20 -142.0
 392308.315 20 -139.0
 392578.744 20 -138.0
 392848.192 20 -141.0
 393119.411 20 -142.0
 393389.378 20 -138.0
 393659.736 20 -139.0
 393930.496 20 -140.0
 394200.421 20 -145.0
 394471.291 20 -144.0
 394741.663 20 -148.0
 395011.024 20 -146.0
 395282.125 20 -150.0
 395552.255 20 -149.0
 395822.355 20 -148.0
 396093.465 20 -152.0
 396363.689 20 -150.0
 396634.244 20 -146.0
 396904.869 20 -146.0
 397174.295 20 -146.0
 397445.332 20 -146.0
 397715.693 20 -144.0
 397985.093 20 -144.0
 398256.290 20 -139.0
 398526.218 20 -139.0
 398796.764 20 -137.0
 399067.415 20 -137.0
 399337.101 20 -138.0
 399608.286 20 -133.0
 399878.636 20 -136.0
 400148.158 20 -132.0
 400419.172 20 -132.0
 400688.781 20 -128.0
 400959.395 20 -127.0
 401230.146 20 -128.0
 401500.060 20 -127.0
 401771.198 20 -129.0
 402041.616 20 -129.0
 402311.460 20 -134.0
 402582.343 20 -131.0
 402852.502 20 -133.0
 403122.395 20 -132.0
 403393.174 20 -130.0
 403662.989 20 -130.0
 403933.745 20 -127.0
 404204.295 20 -127.0
 404474.081 20 -130.0
 404745.009 20 -130.0
 405015.471 20 -132.0
 405285.302 20 -130.0
 405556.403 20 -129.0
 405825.559 20 -134.0
 406096.487 20 -131.0
 406367.180 20 -130.0
 406636.630 20 -133.0
 406907.953 20 -134.0
 407178.357 20 -134.0
 407448.561 20 -130.0
 407719.430 20 -129.0
 407989.053 20 -128.0
 408259.732 20 -129.0
 408530.245 20 -132.0
 408799.796 20 -129.0
 409070.721 20 -130.0
 409341.044 20 -132.0
 409611.297 20 -134.0
 409881.966 20 -137.0
 410152.132 20 -136.0
 410422.587 20 -135.0
 410693.348 20 -135.0
 410962.646 20 -134.0
 411233.525 20 -131.0
 411504.132 20 -128.0
 411773.778 20 -130.0
 412045.005 20 -129.0
 412315.222 20 -132.0
 412585.634 20 -132.0
 412856.546 20 -130.0
 413126.021 20 -132.0
 413397.028 20 -132.0
 413667.440 20 -130.0
 413936.900 20 -133.0
 414207.999 20 -133.0
 414477.818 20 -136.0
 414748.441 20 -135.0
 415019.117 20 -134.0
 415288.980 20 -134.0
 415560.017 20 -134.0
 415830.734 20 -136.0
 416100.435 20 -139.0
 416371.341 20 -141.0
 416641.207 20 -140.0
 416911.340 20 -141.0
 417182.255 20 -143.0
 417451.990 20 -147.0
 417722.815 20 -144.0
 417993.551 20 -142.0
 418263.325 20 -145.0
 418534.206 20 -150.0
 418804.526 20 -149.0
 419074.304 20 -149.0
 419345.338 20 -146.0
 419614.666 20 -143.0
 419885.455 20 -141.0
 420156.116 20 -137.0
 420425.891 20 -142.0
 420697.021 20 -138.0
 420967.495 20 -133.0
 421237.772 20 -132.0
 421508.767 20 -131.0
 421777.915 20 -133.0
 422048.801 20 -131.0
 422319.478 20 -134.0
 422588.882 20 -134.0
 422860.020 20 -134.0
 423130.326 20 -134.0
 423400.561 20 -133.0
 423671.219 20 -133.0
 423941.343 20 -132.0
 424211.751 20 -131.0
 424482.466 20 -127.0
 424751.793 20 -126.0
 425022.577 20 -126.0
 425293.076 20 -125.0
 425562.985 20 -127.0
 425833.836 20 -128.0
 426104.014 20 -128.0
 426374.531 20 -128.0
 426645.652 20 -129.0
 426914.674 20 -131.0
 427185.634 20 -135.0
 427456.335 20 -135.0
 427725.652 20 -136.0
 427997.037 20 -136.0
 428266.987 20 -134.0
 428537.564 20 -135.0
 428808.292 20 -136.0
 429078.053 20 -138.0
 429348.801 20 -137.0
 429619.371 20 -136.0
 429888.982 20 -134.0
 430159.773 20 -140.0
 430429.721 20 -139.0
 430700.049 20 -136.0
 430970.831 20 -134.0
 431240.789 20 -139.0
 431511.571 20 -143.0
 431782.529 20 -142.0
 432052.111 20 -143.0
 432322.915 20 -140.0
 432593.276 20 -141.0
 432862.720 20 -140.0
 433133.872 20 -139.0
 433403.438 20 -139.0
 433674.322 20 -141.0
 433945.223 20 -135.0
 434214.949 20 -136.0
 434485.771 20 -135.0
 434756.118 20 -138.0
 435026.208 20 -139.0
 435297.318 20 -138.0
 435566.418 20 -136.0
 435837.161 20 -139.0
 436107.917 20 -136.0
 436377.698 20 -138.0
 436648.656 20 -136.0
 436919.191 20 -133.0
 437189.451 20 -132.0
 437460.257 20 -130.0
 437729.999 20 -132.0
 438000.155 20 -130.0
 438271.093 20 -133.0
 438540.548 20 -131.0
 438811.497 20 -128.0
 439082.090 20 -133.0
 439352.106 20 -136.0
 439622.832 20 -140.0
 439892.964 20 -140.0
 440163.240 20 -139.0
 440434.478 20 -136.0
 440703.503 20 -134.0
 440974.207 20 -132.0
 441244.817 20 -132.0
 441514.610 20 -133.0
 441785.683 20 -136.0
 442055.620 20 -136.0
 442326.199 20 -137.0
 442597.365 20 -135.0
 442866.703 20 -135.0
 443137.413 20 -132.0
 443408.081 20 -129.0
 443677.509 20 -126.0
 443948.627 20 -120.0
 444218.761 20 -120.0
 444489.189 20 -120.0
 444760.008 20 -119.0
 445029.976 20 -114.0
 445300.394 20 -114.0
 445571.276 20 -116.0
 445840.872 20 -116.0
 446111.759 20 -116.0
 446382.027 20 -115.0
 446651.779 20 -111.0
 446922.839 20 -111.0
 447192.550 20 -110.0
 447463.219 20 -113.0
 447734.456 20 -108.0
 448003.943 20 -110.0
 448274.806 20 -110.0
 448545.226 20 -110.0
 448814.879 20 -112.0
 449086.095 20 -112.0
 449355.429 20 -110.0
 449626.141 20 -110.0
 449897.007 20 -104.0
 450166.927 20 -101.0
 450437.655 20 -106.0
 450708.003 20 -105.0
 450978.171 20 -100.0
 451249.235 20 -99.0
 451518.659 20 -98.0
 451788.877 20 -101.0
 452059.807 20 -103.0
 452329.450 20 -104.0
 452600.182 20 -103.0
 452871.073 20 -106.0
 453141.021 20 -107.0
 453411.928 20 -105.0
 453682.064 20 -101.0
 453951.875 20 -100.0
 454223.114 20 -100.0
 454492.297 20 -101.0
 454763.076 20 -107.0
 455033.829 20 -105.0
 455303.723 20 -105.0
 455574.624 20 -103.0
 455844.642 20 -104.0
 456115.034 20 -108.0
 456386.267 20 -104.0
 456655.458 20 -107.0
 456926.114 20 -103.0
 457196.745 20 -108.0
 457466.499 20 -111.0
 457737.603 20 -111.0
 458007.532 20 -116.0
 458278.053 20 -118.0
 458549.081 20 -113.0
 458819.048 20 -115.0
 459089.262 20 -116.0
 459360.161 20 -116.0
 459629.681 20 -118.0
 459900.446 20 -113.0
 460170.647 20 -107.0
 460440.695 20 -109.0
 460711.732 20 -109.0
 460981.691 20 -108.0
 461252.014 20 -108.0
 461523.193 20 -106.0
 461792.728 20 -105.0
 462063.662 20 -106.0
 462333.961 20 -108.0
 462603.563 20 -108.0
 462874.886 20 -110.0
 463144.268 20 -108.0
 463415.030 20 -107.0
 463686.215 20 -105.0
 463956.072 20 -103.0
 464226.789 20 -104.0
 464497.164 20 -101.0
 464767.162 20 -101.0
 465038.234 20 -100.0
 465307.669 20 -95.0
 465577.988 20 -97.0
 465848.897 20 -98.0
 466118.849 20 -97.0
 466389.477 20 -98.0
 466660.096 20 -94.0
 466930.152 20 -91.0
 467201.203 20 -98.0
 467471.204 20 -98.0
 467740.803 20 -101.0
 468012.187 20 -104.0
 468281.513 20 -105.0
 468552.205 20 -105.0
 468823.155 20 -103.0
 469092.977 20 -105.0
 469363.942 20 -105.0
 469634.068 20 -107.0
 469904.183 20 -106.0
 470175.470 20 -105.0
 470444.637 20 -106.0
 470715.266 20 -110.0
 470985.890 20 -112.0
 471255.733 20 -112.0
 471526.690 20 -108.0
 471796.554 20 -106.0
 472066.961 20 -105.0
 472338.136 20 -105.0
 472608.051 20 -102.0
 472878.256 20 -100.0
 473148.915 20 -99.0
 473418.465 20 -98.0
 473689.460 20 -102.0
 473959.790 20 -103.0
 474229.927 20 -99.0
 474501.016 20 -102.0
 474771.094 20 -100.0
 475041.236 20 -99.0
 475312.182 20 -100.0
 475581.728 20 -94.0
 475852.491 20 -91.0
 476122.754 20 -94.0
 476392.471 20 -96.0
 476663.670 20 -95.0
 476933.405 20 -94.0
 477203.850 20 -93.0
 477474.977 20 -96.0
 477744.766 20 -95.0
 478015.638 20 -97.0
 478285.824 20 -95.0
 478555.424 20 -95.0
 478826.618 20 -94.0
 479096.141 20 -94.0
 479366.601 20 -92.0
 479637.763 20 -90.0
 479907.948 20 -88.0
 480178.410 20 -88.0
 480448.826 20 -86.0
 480718.741 20 -88.0
 480989.724 20 -92.0
 481259.697 20 -92.0
 481529.387 20 -95.0
 481800.389 20 -94.0
 482070.251 20 -95.0
 482340.781 20 -97.0
 482611.548 20 -95.0
 482881.320 20 -93.0
 483152.681 20 -91.0
 483422.896 20 -91.0
 483692.153 20 -84.0
 483963.623 20 -86.0
 484232.827 20 -88.0
 484503.484 20 -85.0
 484774.491 20 -85.0
 485044.466 20 -89.0
 485315.360 20 -88.0
 485585.491 20 -86.0
 485855.403 20 -84.0
 486126.507 20 -84.0
 486396.195 20 -83.0
 486666.396 20 -82.0
 486937.122 20 -83.0
 487207.078 20 -83.0
 487477.795 20 -86.0
 487748.143 20 -84.0
 488018.216 20 -86.0
 488289.515 20 -86.0
 488559.747 20 -87.0
 488829.426 20 -86.0
 489100.618 20 -90.0
 489369.927 20 -91.0
 489640.882 20 -92.0
 489911.547 20 -89.0
 490181.319 20 -96.0
 490452.610 20 -100.0
 490722.643 20 -104.0
 490992.734 20 -99.0
 491263.772 20 -102.0
 491533.466 20 -106.0
 491804.243 20 -104.0
 492074.476 20 -104.0
 492344.172 20 -105.0
 492615.264 20 -102.0
 492885.132 20 -106.0
 493155.521 20 -108.0
 493426.659 20 -107.0
 493696.938 20 -104.0
 493967.477 20 -101.0
 494237.978 20 -100.0
 494507.674 20 -100.0
 494778.657 20 -99.0
 495048.748 20 -98.0
 495318.543 20 -100.0
 495589.595 20 -103.0
 495859.683 20 -107.0
 496130.108 20 -108.0
 496400.711 20 -107.0
 496670.498 20 -104.0
 496941.612 20 -104.0
 497211.860 20 -103.0
 497481.252 20 -107.0
 497752.478 20 -104.0
 498022.056 20 -105.0
 498292.674 20 -104.0
 498563.533 20 -102.0
 498833.483 20 -100.0
 499104.679 20 -103.0
 499374.908 20 -102.0
 499644.614 20 -103.0
 499915.822 20 -105.0
 500185.420 20 -107.0
 500455.805 20 -103.0
 500726.499 20 -104.0
 500996.479 20 -105.0
 501267.196 20 -106.0
 501537.499 20 -102.0
 501807.464 20 -101.0
 502078.534 20 -98.0
 502348.743 20 -100.0
 502618.536 20 -102.0
 502889.399 20 -97.0
 503158.942 20 -94.0
 503429.743 20 -94.0
 503700.302 20 -93.0
 503970.026 20 -93.0
 504241.489 20 -94.0
 504511.826 20 -96.0
 504781.621 20 -97.0
 505052.704 20 -99.0
 505321.959 20 -101.0
 505592.901 20 -102.0
 505863.334 20 -100.0
 506132.904 20 -99.0
 506404.136 20 -103.0
 506674.239 20 -108.0
 506944.432 20 -109.0
 507215.257 20 -109.0
 507485.276 20 -110.0
 507755.831 20 -110.0
 508026.293 20 -107.0
 508295.770 20 -109.0
 508566.671 20 -114.0
 508836.913 20 -114.0
 509106.925 20 -113.0
 509378.093 20 -114.0
 509648.545 20 -118.0
 509918.782 20 -114.0
 510189.564 20 -111.0
 510458.896 20 -110.0
 510730.019 20 -111.0
 511000.387 20 -113.0
 511269.652 20 -113.0
 511540.929 20 -109.0
 511810.997 20 -112.0
 512081.459 20 -112.0
 512352.195 20 -116.0
 512621.948 20 -120.0
 512892.990 20 -122.0
 513163.366 20 -126.0
 513432.871 20 -123.0
 513703.905 20 -126.0
 513973.644 20 -124.0
 514244.135 20 -122.0
 514514.929 20 -125.0
 514785.054 20 -127.0
 515055.897 20 -126.0
 515326.463 20 -127.0
 515596.016 20 -130.0
 515867.003 20 -131.0
 516137.272 20 -130.0
 516407.034 20 -129.0
 516677.889 20 -130.0
 516947.849 20 -131.0
 517218.514 20 -133.0
 517489.170 20 -133.0
 517758.902 20 -129.0
 518029.935 20 -126.0
 518300.422 20 -123.0
 518570.134 20 -124.0
 518841.280 20 -123.0
 519110.485 20 -121.0
 519381.247 20 -123.0
 519651.902 20 -123.0
 519921.593 20 -121.0
 520192.977 20 -116.0
 520463.345 20 -117.0
 520733.273 20 -116.0
 521004.137 20 -117.0
 521273.885 20 -117.0
 521544.401 20 -118.0
 521814.970 20 -117.0
 522084.618 20 -118.0
 522355.587 20 -114.0
 522626.014 20 -115.0
 522896.102 20 -115.0
 523166.977 20 -113.0
 523437.264 20 -113.0
 523707.577 20 -115.0
 523978.435 20 -112.0
 524247.554 20 -113.0
 524518.591 20 -113.0
 524789.206 20 -111.0
 525058.688 20 -110.0
 525330.023 20 -110.0
 525600.301 20 -114.0
 525870.640 20 -113.0
 526141.472 20 -111.0
 526410.859 20 -110.0
 526681.919 20 -106.0
 526952.292 20 -109.0
 527221.772 20 -109.0
 527492.783 20 -108.0
 527762.807 20 -101.0
 528033.296 20 -98.0
 528303.979 20 -97.0
 528573.959 20 -98.0
 528844.865 20 -100.0
 529115.425 20 -99.0
 529384.884 20 -100.0
 529655.780 20 -103.0
 529925.958 20 -99.0
 530195.847 20 -100.0
 530466.796 20 -101.0
 530736.856 20 -99.0
 531007.589 20 -99.0
 531278.418 20 -101.0
 531547.903 20 -99.0
 531818.790 20 -99.0
 532089.272 20 -101.0
 532358.923 20 -102.0
 532630.080 20 -100.0
 532899.666 20 -97.0
 533170.407 20 -100.0
 533441.064 20 -102.0
 533710.753 20 -103.0
 533981.771 20 -103.0
 534252.251 20 -101.0
 534522.107 20 -100.0
 534793.157 20 -100.0
 535062.452 20 -100.0
 535333.031 20 -100.0
 535603.793 20 -97.0
 535873.440 20 -95.0
 536144.471 20 -96.0
 536415.166 20 -94.0
 536685.240 20 -89.0
 536955.914 20 -94.0
 537226.065 20 -97.0
 537496.076 20 -95.0
 537766.893 20 -93.0
 538036.449 20 -93.0
 538307.212 20 -98.0
 538577.885 20 -99.0
 538847.721 20 -94.0
 539118.586 20 -91.0
 539388.871 20 -93.0
 539659.246 20 -93.0
 539930.454 20 -96.0
 540199.439 20 -97.0
 540470.432 20 -101.0
 540741.042 20 -101.0
 541010.412 20 -102.0
 541281.680 20 -102.0
 541551.885 20 -103.0
 541822.386 20 -105.0
 542093.163 20 -103.0
 542362.996 20 -99.0
 542633.723 20 -97.0
 542904.398 20 -95.0
 543173.959 20 -93.0
 543444.759 20 -91.0
 543714.865 20 -88.0
 543985.104 20 -88.0
 544255.889 20 -91.0
 544525.813 20 -89.0
 544796.481 20 -89.0
 545067.547 20 -85.0
 545336.871 20 -86.0
 545607.754 20 -88.0
 545878.271 20 -89.0
 546147.659 20 -91.0
 546418.955 20 -91.0
 546688.570 20 -89.0
 546959.317 20 -92.0
 547230.166 20 -94.0
 547499.740 20 -95.0
 547770.589 20 -95.0
 548041.071 20 -92.0
 548310.949 20 -97.0
 548582.004 20 -98.0
 548851.391 20 -101.0
 549122.017 20 -100.0
 549392.732 20 -97.0
 549662.502 20 -95.0
 549933.355 20 -93.0
 550204.016 20 -92.0
 550473.946 20 -92.0
 550744.749 20 -90.0
 551014.792 20 -89.0
 551284.724 20 -89.0
 551555.742 20 -87.0
 551825.208 20 -81.0
 552096.130 20 -78.0
 552367.013 20 -78.0
 552636.917 20 -79.0
 552907.733 20 -79.0
 553177.993 20 -76.0
 553448.110 20 -76.0
 553719.313 20 -76.0
 553988.343 20 -75.0
 554259.102 20 -71.0
 554529.825 20 -76.0
 554799.522 20 -76.0
 555070.624 20 -72.0
 555340.773 20 -75.0
 555611.283 20 -75.0
 555882.276 20 -72.0
 556151.719 20 -72.0
 556422.360 20 -76.0
 556693.080 20 -77.0
 556962.446 20 -75.0
 557233.387 20 -76.0
 557503.722 20 -74.0
 557774.018 20 -71.0
 558044.825 20 -72.0
 558314.897 20 -69.0
 558585.301 20 -73.0
 558856.234 20 -75.0
 559125.621 20 -73.0
 559396.312 20 -72.0
 559666.714 20 -68.0
 559936.497 20 -74.0
 560207.404 20 -76.0
 560477.284 20 -76.0
 560747.951 20 -78.0
 561019.183 20 -78.0
 561288.509 20 -79.0
 561559.452 20 -83.0
 561829.964 20 -82.0
 562099.610 20 -81.0
 562370.850 20 -85.0
 562640.292 20 -86.0
 562911.008 20 -84.0
 563181.865 20 -86.0
 563451.751 20 -85.0
 563722.364 20 -83.0
 563992.903 20 -77.0
 564262.828 20 -76.0
 564533.685 20 -73.0
 564803.414 20 -71.0
 565073.590 20 -70.0
 565344.497 20 -70.0
 565614.227 20 -73.0
 565884.880 20 -77.0
 566156.065 20 -75.0
 566425.845 20 -77.0
 566696.691 20 -78.0
 566966.868 20 -77.0
 567236.456 20 -81.0
 567507.933 20 -80.0
 567777.035 20 -78.0
 568047.868 20 -73.0
 568318.734 20 -72.0
 568588.656 20 -69.0
 568859.557 20 -66.0
 569129.644 20 -62.0
 569399.863 20 -65.0
 569671.105 20 -63.0
 569940.305 20 -63.0
 570210.788 20 -67.0
 570481.509 20 -67.0
 570751.252 20 -65.0
 571022.137 20 -65.0
 571292.569 20 -69.0
 571562.966 20 -67.0
 571834.026 20 -66.0
 572104.017 20 -68.0
 572374.163 20 -68.0
 572645.214 20 -74.0
 572914.666 20 -78.0
 573185.328 20 -78.0
 573455.824 20 -80.0
 573725.738 20 -81.0
 573996.683 20 -83.0
 574266.664 20 -80.0
 574537.005 20 -81.0
 574808.237 20 -83.0
 575077.457 20 -83.0
 575348.268 20 -85.0
 575618.743 20 -89.0
 575888.374 20 -86.0
 576159.525 20 -86.0
 576429.130 20 -85.0
 576699.822 20 -87.0
 576971.036 20 -89.0
 577240.937 20 -83.0
 577511.482 20 -88.0
 577781.957 20 -86.0
 578051.770 20 -84.0
 578322.736 20 -89.0
 578592.442 20 -91.0
 578862.754 20 -91.0
 579133.665 20 -98.0
 579403.643 20 -100.0
 579674.112 20 -103.0
 579944.859 20 -102.0
